category;dist_cycling;dist_km;dist_walking;google_id;google_web;palabra_clave;place_address;place_lat;place_lng;place_name;place_phone_number;place_types;place_web;school_address;school_id;school_lat;school_lng;school_name
comidas preparadas;6 mins;1.1 km;15 mins;ChIJ_wzEUAG1pBIR9VG4IJ5ad4c;https://maps.google.com/?cid=9761370352549122549;fast food restaurant;Avinguda de Puig i Cadafalch, 167, 08303 Matar¢, Barcelona, Spain;41.5402233;2.4254474;French tacos a la francesa;931 17 03 21;[u'restaurant', u'food', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;3 mins;0.4 km;5 mins;ChIJedhFVv20pBIRAOJdg4iOf9E;https://maps.google.com/?cid=15095941192939856384;fast food restaurant;Pintor Vicená Puig i Perajordi, 2, 08303 Matar¢, Barcelona, Spain;41.536018;2.4306768;McDonald's;937 57 94 20;[u'restaurant', u'food', u'point_of_interest', u'establishment'];http://www.mcdonalds.es/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;3 mins;0.6 km;8 mins;ChIJp-E9mP20pBIRX-SapxsTws4;https://maps.google.com/?cid=14898491526792012895;fast food restaurant;Carrer Francesc Layret, 1, 08302 Matar¢, Barcelona, Spain;41.5347867;2.4274204;Burger King;911 93 39 33;[u'restaurant', u'food', u'point_of_interest', u'establishment'];https://www.burgerkingencasa.es/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;4 mins;1.2 km;15 mins;ChIJXcsJESG1pBIR7SZlkS8yOns;https://maps.google.com/?cid=8879464795198531309;fast food restaurant;Muralla de Sant Llorená, 18, 08302 Matar¢, Barcelona, Spain;41.538592;2.4438536;Restaurant Dos Cuiners;609 38 51 23;[u'restaurant', u'food', u'point_of_interest', u'establishment'];http://www.doscuiners.com/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;5 mins;1.5 km;19 mins;ChIJF_mQuSa1pBIRoWZ5ONl7iyM;https://maps.google.com/?cid=2561276985975858849;fast food restaurant;Carrer d'En Pujol, 35, 08301 Matar¢, Barcelona, Spain;41.5393508;2.4462022;El Gourmand restaurant;938 53 53 91;[u'restaurant', u'food', u'point_of_interest', u'establishment'];http://www.elgourmand.es/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;4 mins;1.7 km;20 mins;ChIJVaO2mNi0pBIRtBuXHxz3xS8;https://maps.google.com/?cid=3442429190355753908;fast food restaurant;Av. del Maresme, 259, 08302 Matar¢, Barcelona, Spain;41.5350973;2.4472214;Restaurant Som Terra;930 23 34 41;[u'restaurant', u'food', u'point_of_interest', u'establishment'];http://www.somterrarestaurant.com/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;8 mins;1.9 km;24 mins;ChIJ-dOoOtm0pBIR1PfdxQy8U0A;https://maps.google.com/?cid=4635255204539660244;fast food restaurant;Carrer Port de Matar¢, 08301 Matar¢, Barcelona, Spain;41.5322257;2.44621;Restaurant NORAI;937 90 75 65;[u'restaurant', u'food', u'point_of_interest', u'establishment'];http://www.restaurantnorai.com/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;5 mins;1.4 km;18 mins;ChIJO6xurCa1pBIRrtK_AV9gIjA;https://maps.google.com/?cid=3468440624196211374;comida rapida;Carrer el Carrer¢, 25, 08301 Matar¢, Barcelona, Spain;41.5401482;2.4455918;Nostrum;902 15 09 50 ext. 116;[u'meal_takeaway', u'restaurant', u'food', u'point_of_interest', u'establishment'];http://www.nostrum.eu/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;3 mins;0.7 km;9 mins;ChIJ8YSZqR-1pBIRIdvCI8aecSY;https://maps.google.com/?cid=2770169819650251553;comida rapida;Carrer Biada, 2, 08302 Matar¢, Barcelona, Spain;41.5378725;2.4385927;Telepizza;937 98 89 89;[u'meal_delivery', u'restaurant', u'food', u'point_of_interest', u'establishment'];http://www.telepizza.es/pizzeria/barcelona/mataro/mataro-00251?_source=googlemaps&utm_medium=busqueda&utm_campaign=+tienda_mybusiness;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;4 mins;1.2 km;14 mins;ChIJSfKMniG1pBIRqnpGcpI1F0Y;https://maps.google.com/?cid=5050564410218019498;comida rapida;Carrer de Sant Josep, 42, 08302 Matar¢, Barcelona, Spain;41.5394226;2.4428499;Amagatall del Francjavi;935 46 74 62;[u'bar', u'restaurant', u'food', u'point_of_interest', u'establishment'];http://www.amagatalldelfrancjavi.com/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;3 mins;0.5 km;7 mins;ChIJ28azcP20pBIR8HQZCaCob2c;https://maps.google.com/?cid=7453361313622357232;comida rapida;Carrer Batista i Roca, 8, 08302 Matar¢, Barcelona, Spain;41.5350093;2.4286071;Bk;;[u'restaurant', u'food', u'point_of_interest', u'establishment'];http://www.burgerking.es/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;5 mins;1.1 km;13 mins;ChIJc87yZOW0pBIR74TWxotZp3M;https://maps.google.com/?cid=8333728092343665903;comida rapida;Carrer de Caldes d'Estrac, 18-20, 08302 Matar¢, Barcelona, Spain;41.52577;2.43258;Nostrum;902 15 09 50 ext. 254;[u'restaurant', u'food', u'point_of_interest', u'establishment'];http://www.nostrum.eu/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;2 mins;0.4 km;5 mins;ChIJ7VJFEv20pBIRCtmmjjo--v4;https://maps.google.com/?cid=18373066051033684234;comida rapida;Carrer Pablo Iglesias, 18, 08302 Matar¢, Barcelona, Spain;41.5344978;2.4294412;The king's Tavern;937 58 82 10;[u'bar', u'restaurant', u'food', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;3 mins;1.3 km;16 mins;ChIJq6pNR9-0pBIR3Odct2rAwY0;https://maps.google.com/?cid=10214656994428381148;comida rapida;Carrer Churruca, 57, 08301 Matar¢, Barcelona, Spain;41.5341469;2.4446646;Dem Dik;612 49 94 20;[u'restaurant', u'food', u'point_of_interest', u'establishment'];https://www.facebook.com/Dem-Dik-564057930442732;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;3 mins;1.1 km;13 mins;ChIJB4TuiN-0pBIRXYLxXWGcU_Y;https://maps.google.com/?cid=17749702498399126109;comida rapida;Avinguda de Jaume Recoder, 9, 08301 Matar¢, Barcelona, Spain;41.5351393;2.4423003;CafÇ Bar Juca;937 99 52 93;[u'meal_takeaway', u'restaurant', u'food', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;6 mins;1.6 km;20 mins;ChIJpUrS9CO1pBIRR2dOMG8a66w;https://maps.google.com/?cid=12460081858904745799;comida rapida;Carrer Bonaire, 25, 08301 Matar¢, Barcelona, Spain;41.5415582;2.4453982;El Casal de la Nova Alianáa;937 55 15 61;[u'restaurant', u'food', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;3 mins;1.0 km;12 mins;ChIJoV4dFCC1pBIR_8l8bOBdUdQ;https://maps.google.com/?cid=15299112627628460543;comida rapida;Carrer de Cuba, 86, 08302 Matar¢, Barcelona, Spain;41.5363914;2.4415666;Cava 86 C B;937 98 04 86;[u'restaurant', u'food', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;1 min;0.4 km;5 mins;ChIJJSzileG0pBIR2tiXfAWdGT0;https://maps.google.com/?cid=4402722757622094042;comida rapida;Carrer de Sant Cugat, 107, 08302 Matar¢, Barcelona, Spain;41.533777;2.4367559;Xurrer°a Isabel;937 99 74 07;[u'restaurant', u'food', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;5 mins;1.6 km;20 mins;ChIJt1FLlia1pBIR_oCQyDLhJYo;https://maps.google.com/?cid=9954610159601877246;quiosc;Carrer Sant Cristïfor, 7, 08301 Matar¢, Barcelona, Spain;41.5395153;2.4470322;Quiosc Mind the Gap;937 90 29 65;[u'book_store', u'store', u'point_of_interest', u'establishment'];http://www.facebook.com/pages/Mataro-Spain/Quiosc-Mind-the-Gap/111909275498713;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;5 mins;1.6 km;20 mins;ChIJ-ewBlya1pBIRz00Zre31tec;https://maps.google.com/?cid=16696521594706152911;quiosc;Carrer Sant Cristïfor, 7, 08301 Matar¢, Barcelona, Spain;41.5395379;2.4470784;Quiosc Mind the Gap;;[u'book_store', u'store', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;6 mins;1.4 km;18 mins;ChIJxzwtRiK1pBIRY_csEYqChKY;https://maps.google.com/?cid=11998858836727101283;comida para llevar;C/ Caminet de les Vinyes, 34, Matar¢, 08302 Matar¢, Barcelona, Spain;41.5417893;2.4424352;Sa Cuineta;937 56 20 24;[u'meal_takeaway', u'restaurant', u'food', u'point_of_interest', u'establishment'];http://www.sacuineta.es/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;2 mins;0.7 km;8 mins;ChIJwRPPJuC0pBIRf6Y5Px2hdfw;https://maps.google.com/?cid=18191623416819852927;comida para llevar;Ronda Alfons XII, 40, 08302 Matar¢, Barcelona, Spain;41.5353236;2.4391717;Kafka Cafä Matar¢;937 58 65 70;[u'bar', u'cafe', u'meal_takeaway', u'restaurant', u'food', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;5 mins;1.4 km;17 mins;ChIJ4Ul4zSa1pBIRKRS01LiBHDI;https://maps.google.com/?cid=3610903632086832169;comida para llevar;Carrer de Barcelona, 24, 08301 Matar¢, Barcelona, Spain;41.5384611;2.4457416;Roma Bella;935 16 87 42;[u'meal_takeaway', u'restaurant', u'food', u'point_of_interest', u'establishment'];https://www.facebook.com/romabellapizza/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;5 mins;1.1 km;15 mins;ChIJS9uqKhm1pBIRxh1TEz6Hnkk;https://maps.google.com/?cid=5304826111770959302;comida para llevar;Carrer del M£sic Jaume Isern, 39, 08302 Matar¢, Barcelona, Spain;41.5404605;2.4382413;MediterrÖnia Rostisseria;937 98 97 02;[u'meal_takeaway', u'restaurant', u'food', u'point_of_interest', u'establishment'];http://mediterraniarostisseria.cat/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;2 mins;0.5 km;7 mins;ChIJOWRiyBY5uxIRck7qcufVXWk;https://maps.google.com/?cid=7592459736858644082;comida para llevar;Ronda Alfons XII, 88, 08302 Matar¢, Barcelona, Spain;41.5362899;2.4379349;La Vendetta Matar¢;937 57 69 96;[u'meal_delivery', u'meal_takeaway', u'restaurant', u'food', u'point_of_interest', u'establishment'];http://www.lavendettapizza.com/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;2 mins;0.7 km;8 mins;ChIJqQlB_OC0pBIR74nS8Y8tlfM;https://maps.google.com/?cid=17551985219007056367;comida para llevar;Cam° Ral Tras Santa Anna, 600, 08302 Matar¢, Barcelona, Spain;41.5330137;2.4388914;Tokyo To;937 58 88 86;[u'restaurant', u'food', u'point_of_interest', u'establishment'];http://www.restaurantejaponestokyoto.es/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;4 mins;1.2 km;14 mins;ChIJPZVoBCG1pBIRvZiTJsZ_H8Q;https://maps.google.com/?cid=14132154644739365053;comida para llevar;Carrer Santa Teresa, 37, 08302 Matar¢, Barcelona, Spain;41.5383848;2.443506;La Granja Matar¢;936 38 62 40;[u'meal_takeaway', u'restaurant', u'food', u'store', u'point_of_interest', u'establishment'];http://www.charcuterialagranja.com/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;2 mins;0.6 km;7 mins;ChIJISjrqeG0pBIRdC4OM9nRwNU;https://maps.google.com/?cid=15402541456401772148;comida para llevar;Carrer Llauder, 138, 08302 Matar¢, Barcelona, Spain;41.5330711;2.4377908;Sp9rt House;937 41 14 44;[u'restaurant', u'food', u'point_of_interest', u'establishment'];http://www.sp9rthouse.com/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;2 mins;0.9 km;11 mins;ChIJR25D4t-0pBIRzi_dQ5Cr2VA;https://maps.google.com/?cid=5825876229082656718;comida para llevar;Cam° Ral Tras Santa Anna, 536, 08301 Matar¢, Barcelona, Spain;41.5345953;2.4407337;Ovento-ya;937 57 08 77;[u'restaurant', u'food', u'point_of_interest', u'establishment'];http://www.oventoya.com/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;9 mins;1.2 km;17 mins;ChIJnVhJ5Bu1pBIR5QGAdfqCrb4;https://maps.google.com/?cid=13739782050402009573;comida para llevar;Via Europa, 45, 08303 Matar¢, Barcelona, Spain;41.542713;2.433213;Pizzeria Matar¢ | Piazza Italia;600 65 74 78;[u'restaurant', u'food', u'point_of_interest', u'establishment'];http://www.pizzeriapiazzaitalia.com/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;3 mins;1.0 km;12 mins;ChIJbf6CEyC1pBIRKYXLZKLA0eQ;https://maps.google.com/?cid=16488171514488390953;comida para llevar;Carrer de Cuba, 92, 08302 Matar¢, Barcelona, Spain;41.536282;2.4416665;La Lluna;937 57 74 11;[u'restaurant', u'food', u'point_of_interest', u'establishment'];https://www.facebook.com/groups/lalluna/?fref=ts;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;4 mins;1.2 km;15 mins;ChIJX-nS5yC1pBIRkeYv3xZ6gHw;https://maps.google.com/?cid=8971304696374355601;comida para llevar;Carrer la Rambla, 20, 08301 Matar¢, Barcelona, Spain;41.5373072;2.4440209;El Rac¢ de Jabugo;937 96 07 96;[u'bar', u'restaurant', u'food', u'store', u'point_of_interest', u'establishment'];http://el-raco-de-jabugo.business.site/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;4 mins;1.3 km;16 mins;ChIJMTyVXSG1pBIRpV3OfUYT3b8;https://maps.google.com/?cid=13825227624576605605;comida para llevar;Sant Josep, 4, 08302 Matar¢, Barcelona, Spain;41.539935;2.444243;La Gofreria;937 90 74 17;[u'cafe', u'bar', u'restaurant', u'food', u'store', u'point_of_interest', u'establishment'];http://www.lagofreria.com/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;9 mins;1.9 km;23 mins;ChIJU83WLtm0pBIR1f7lStnlK5A;https://maps.google.com/?cid=10388649686887431893;comida para llevar;Carrer Port de Matar¢, 08302 Matar¢, Barcelona, Spain;41.532482;2.446026;Pizzeria Dolce Vita;603 50 21 30;[u'restaurant', u'food', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;3 mins;0.9 km;11 mins;ChIJb88nkiC1pBIRdxaLZjZgiTc;https://maps.google.com/?cid=4001835530660288119;comida para llevar;Plaáa de Cuba, 7, 08302 Matar¢, Barcelona, Spain;41.5376472;2.4406589;Buona Sera Ristorante Pizzeria;930 13 42 52;[u'restaurant', u'food', u'point_of_interest', u'establishment'];http://buonasera.es/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;2 mins;0.6 km;7 mins;ChIJjTc3NOC0pBIRCer55rU-KGE;https://maps.google.com/?cid=7000914571732576777;menjar per emportar;08302 Matar¢, Barcelona, Spain;41.5344202;2.438416;Ca I' Agustina;615 18 31 57;[u'meal_takeaway', u'restaurant', u'food', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
comidas preparadas;5 mins;1.6 km;19 mins;ChIJh5_1lCa1pBIRYpvL8hOoypc;https://maps.google.com/?cid=10937739448653945698;menjar per emportar;Carrer Sant Cristïfor, 20, 08301 Matar¢, Barcelona, Spain;41.5391925;2.4470393;La Casa Dels Canelons & Co;935 10 77 59;[u'meal_takeaway', u'restaurant', u'food', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
vegetales y derivados;5 mins;0.9 km;13 mins;ChIJ3_95KwK1pBIR92bnO1rQjy8;https://maps.google.com/?cid=3427186927422891767;fruteria;Passeig de Ramon Berenguer III, 113, 08303 Matar¢, Barcelona, Spain;41.5380987;2.4260826;Fruter°a Som La e;;[u'food', u'store', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
vegetales y derivados;5 mins;1.5 km;19 mins;ChIJacY1HCS1pBIRDZcVcLkgfgY;https://maps.google.com/?cid=467847392114611981;fruteria;Carrer Santa Maria, 10, 08301 Matar¢, Barcelona, Spain;41.5404797;2.4464004;Manolo y Olga;937 96 46 87;[u'food', u'store', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
vegetales y derivados;3 mins;1.2 km;14 mins;ChIJY0Kum9-0pBIRT0PqrMUfYCY;https://maps.google.com/?cid=2765245105075536719;fruteria;Avinguda de Jaume Recoder, 28, 08301 Matar¢, Barcelona, Spain;41.5345762;2.4426711;Matar¢ Fruteria I Verdures;;[u'store', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
vegetales y derivados;3 mins;0.9 km;11 mins;ChIJVTKxbCC1pBIR0YZkoJw-aWw;https://maps.google.com/?cid=7811843871077598929;fruteria;Plaáa de Cuba, 47, 08302 Matar¢, Barcelona, Spain;41.5373053;2.4410312;Parra Fruits;650 78 21 26;[u'food', u'store', u'point_of_interest', u'establishment'];http://www.parrafruitsacasa.es/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
vegetales y derivados;3 mins;0.9 km;12 mins;ChIJ6SNXLiC1pBIRWIvH_9Ltq8I;https://maps.google.com/?cid=14027566954865724248;fruteria;Plaáa de Cuba, 47, 08302 Matar¢, Barcelona, Spain;41.537481;2.4411175;Can Margarida-Horta Ecolïgica;622 89 08 96;[u'food', u'store', u'point_of_interest', u'establishment'];http://www.canmargarida.cat/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
vegetales y derivados;3 mins;1.0 km;13 mins;ChIJJ6xKtSG1pBIRI8mUfYEpDno;https://maps.google.com/?cid=8795012758435580195;fruteria;Carrer Deu de Gener, 11, 08302 Marat¢, Barcelona, Spain;41.5378167;2.4419635;Ametller Origen;671 63 00 95;[u'grocery_or_supermarket', u'food', u'store', u'point_of_interest', u'establishment'];http://www.casaametller.net/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
vegetales y derivados;3 mins;0.6 km;8 mins;ChIJzc68aRy1pBIR7WaEhb3rdN4;https://maps.google.com/?cid=16029696172939831021;fruteria;Ronda O'Donnell, 36, 08302 Marat¢, Barcelona, Spain;41.5382284;2.4329036;Ametller Origen;672 47 05 30;[u'grocery_or_supermarket', u'food', u'store', u'point_of_interest', u'establishment'];http://www.casaametller.net/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
vegetales y derivados;3 mins;0.9 km;11 mins;ChIJi6YQMSC1pBIR13xHvo76hXI;https://maps.google.com/?cid=8252277383210958039;fruteria;Carrer de Cuba, 0, 08302 Matar¢, Barcelona, Spain;41.5376843;2.4406919;Jordi Fradera I C°a;937 90 56 93;[u'food', u'store', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
vegetales y derivados;6 mins;1.6 km;20 mins;ChIJx-8sxy61pBIRrh-QuWcqyrY;https://maps.google.com/?cid=13171386685181665198;fruteria;Calle De la Teixidora, 68 (Pol Ind Hortes Ci Ral), 08302 Matar¢, Barcelona, Spain;41.5256351;2.425219;Magatzems Sensat, S.L.;937 99 26 03;[u'food', u'store', u'point_of_interest', u'establishment'];http://www.sensat.cat/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
vegetales y derivados;4 mins;1.2 km;15 mins;ChIJn-S8iyC1pBIRwwacDpQmCY0;https://maps.google.com/?cid=10162696451480356547;fruteria;Carrer Santa Teresa, 51, 08302 Matar¢, Barcelona, Spain;41.538132;2.443912;CrecaCru;937 90 68 41;[u'bank', u'food', u'finance', u'store', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
vegetales y derivados;3 mins;0.6 km;9 mins;ChIJUTJb-hy1pBIRhu3HDUzd6pY;https://maps.google.com/?cid=10874747568957943174;fruteria;Ronda O'Donnell, 49, 08303 Matar¢, Barcelona, Spain;41.5385236;2.4327769;Superverd;935 51 86 57;[u'food', u'store', u'point_of_interest', u'establishment'];http://www.superverd.es/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
vegetales y derivados;3 mins;1.2 km;15 mins;ChIJf9VIDd-0pBIR_rCW1Xa2FyQ;https://maps.google.com/?cid=2600747931335569662;fruteria;Carrer Gravina, 44, 08301 Matar¢, Barcelona, Spain;41.5340899;2.4436696;Antonio Teruel;937 57 55 95;[u'food', u'store', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
vegetales y derivados;3 mins;0.9 km;11 mins;ChIJi6YQMSC1pBIRhwt1NOGffes;https://maps.google.com/?cid=16968894760598440839;fruteria;Plaza Cuba, 0 S/N, 08302 Matar¢, Barcelona, Spain;41.5375175;2.441015;Juan Ram¢n Mart°nez FarrÇs;937 90 41 99;[u'food', u'store', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
vegetales y derivados;7 mins;1.2 km;17 mins;ChIJI2cNLAG1pBIRP27e10_nIbc;https://maps.google.com/?cid=13196082713282375231;fruteria;Avinguda de Puig i Cadafalch, 242, 08303 Matar¢, Barcelona, Spain;41.5405425;2.4236802;Royal Fruitilandia;;[u'food', u'store', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
vegetales y derivados;4 mins;0.9 km;12 mins;ChIJ__-_lP60pBIRJdn0swcrz2w;https://maps.google.com/?cid=7840532788359256357;fruteria;Carrer Batista i Roca, 63, 08302 Matar¢, Barcelona, Spain;41.5322576;2.4246542;Els Horts de L'avi;937 55 48 50;[u'food', u'store', u'point_of_interest', u'establishment'];http://www.elshortsdelavi.es/es/;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
vegetales y derivados;5 mins;1.0 km;14 mins;ChIJ_whReAG1pBIRJ9TUlg3J6DI;https://maps.google.com/?cid=3668402956695557159;fruteria;Carrer del Rossell¢, 52, 08303 Matar¢, Barcelona, Spain;41.5383814;2.4253208;Fruiteria;;[u'food', u'store', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
vegetales y derivados;4 mins;0.8 km;11 mins;ChIJszY-Fhy1pBIRoUL0_-k6JzI;https://maps.google.com/?cid=3613922002684101281;fruteria;Carrer Maria Andreu, 20, 08302 Matar¢, Barcelona, Spain;41.5393828;2.4348448;Banana Fruits;937 90 44 86;[u'food', u'store', u'point_of_interest', u'establishment'];;Carrer de Ciutat Freta, 31, 08302 Matar¢, Barcelona;10;41.533794;2.432841;A. Ferrer (Escola Public Angeleta Ferrer)
